270.84623	-26.762669	0	dark_a.png
270.41595	-27.049313	0	dark_b.png
270.48975	-25.519039	0	dark_c.png
270.75529	-27.858001	1	dark_d.png
270.41672	-27.04942	0	dark_e.png
270.39375	-27.053268	0	dark_e.png
270.38166	-27.041276	0	dark_e.png
272.57065	-28.300362	0	dark_f.png
268.93974	-28.627501	1	dark_g.png
269.38561	-27.652358	0	dark_h.png
269.34559	-27.652964	0	dark_h.png
269.32428	-27.744229	0	dark_h.png
268.72758	-27.817351	0	dark_i.png
268.68949	-27.846192	0	dark_i.png
268.66007	-27.835367	0	dark_i.png
268.87573	-28.08303	0	dark_j.png
267.90683	-27.527327	0	dark_k.png
267.58464	-27.322087	0	dark_l.png
